Date,DIA,IVV,IWM,QQQ,SPY,VTI
2018-08-14,234.816162109375,267.0154724121094,160.81488037109375,177.044189453125,266.3144836425781,137.6171875
2018-08-15,233.4714813232422,264.88629150390625,158.79750061035156,174.8780975341797,264.3258361816406,136.52862548828125
2018-08-16,237.34779357910156,267.1742248535156,160.26992797851562,175.4537811279297,266.464599609375,137.59841918945312
2018-08-17,238.3774871826172,268.0520324707031,160.9582977294922,175.4927978515625,267.4026184082031,138.10513305664062
2018-08-20,239.23245239257812,268.7057189941406,161.4076385498047,175.33670043945312,267.974853515625,138.36790466308594
2018-08-21,239.82730102539062,269.16339111328125,163.26248168945312,175.98068237304688,268.6033630371094,138.884033203125
2018-08-22,239.00010681152344,269.15399169921875,163.66403198242188,176.66368103027344,268.4438781738281,138.93092346191406
2018-08-23,238.35888671875,268.6964111328125,163.1668701171875,176.4099884033203,268.0873718261719,138.65878295898438
2018-08-24,239.622802734375,270.36798095703125,164.05604553222656,178.04917907714844,269.7008972167969,139.52210998535156
2018-08-27,242.1597900390625,272.5064392089844,164.29505920410156,179.8640594482422,271.83026123046875,140.52626037597656
2018-08-28,242.21554565429688,272.5812072753906,164.44805908203125,180.1274871826172,271.96160888671875,140.6106719970703
2018-08-29,242.85675048828125,274.1221008300781,164.92608642578125,182.20574951171875,273.4249572753906,141.35203552246094
2018-08-30,241.63018798828125,272.9547424316406,164.79225158691406,181.88375854492188,272.3180236816406,140.7702178955078
2018-08-31,241.48133850097656,273.09478759765625,165.42324829101562,182.11790466308594,272.32745361328125,140.82652282714844
2018-09-04,241.36985778808594,272.6373291015625,164.68707275390625,181.33740234375,271.85833740234375,140.62948608398438
2018-09-05,241.5464630126953,271.8995361328125,164.24725341796875,178.9956512451172,271.1268005371094,140.1696014404297
2018-09-06,241.89031982421875,271.10577392578125,163.13819885253906,177.3954620361328,270.31060791015625,139.74734497070312
2018-09-07,241.19329833984375,270.4427490234375,163.0521240234375,176.71246337890625,269.78533935546875,139.4282989501953
2018-09-10,240.63568115234375,271.04974365234375,163.25291442871094,177.30767822265625,270.25433349609375,139.72857666015625
2018-09-11,241.64866638183594,271.95550537109375,163.52061462402344,178.67364501953125,271.1455078125,140.1977996826172
2018-09-12,241.8531036376953,271.9742431640625,163.1286163330078,178.1467742919922,271.21112060546875,140.20716857910156
2018-09-13,243.2749481201172,273.5430908203125,163.1668701171875,180.04942321777344,272.8153076171875,140.91094970703125
2018-09-14,243.37725830078125,273.5337829589844,163.85523986816406,179.52256774902344,272.8621520996094,141.02357482910156
2018-09-17,242.5315399169922,272.1610412597656,162.11517333984375,176.93687438964844,271.4174499511719,140.13209533691406
2018-09-18,244.32501220703125,273.68316650390625,162.79403686523438,178.4004364013672,272.8903503417969,140.8828582763672
2018-09-19,245.72836303710938,273.8792419433594,162.2012176513672,178.2638397216797,273.1810302734375,140.90162658691406
2018-09-20,248.1632080078125,276.19525146484375,163.70230102539062,180.23480224609375,275.3948669433594,141.99012756347656
2018-09-21,248.74606323242188,275.8216552734375,162.91830444335938,179.2493438720703,275.143310546875,141.84939575195312
2018-09-24,247.16305541992188,274.99053955078125,162.31594848632812,179.7478485107422,274.22930908203125,141.33328247070312
2018-09-25,246.52041625976562,274.7010192871094,162.5644989013672,179.99221801757812,273.9748229980469,141.2581787109375
2018-09-26,245.6357879638672,273.8916015625,161.07864379882812,180.11927795410156,273.15496826171875,140.7139129638672
2018-09-27,246.07342529296875,274.6419677734375,161.0882110595703,181.64413452148438,273.9182434082031,141.0423583984375
2018-09-28,246.21324157714844,274.5575866699219,161.57713317871094,181.6050262451172,273.946533203125,141.10269165039062
